Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
3084,Karen Coleman,"laugh, nearly, personal",11,B.Sc,Google ML,Cybersecurity Analyst,Hire,69694,8,80
8611,Brenda Duran,"contain, against, million",6,PhD,AWS Certified,Cybersecurity Analyst,Reject,94457,10,64
811,Jennifer Moreno,"accept, worry, research",3,B.Tech,Deep Learning Specialization,Software Engineer,Hire,61443,2,82
5326,Daniel Wall,"work, either, knowledge",15,B.Tech,AWS Certified,Data Scientist,Reject,102880,1,81
7243,Lisa Jacobson,"ago, group, college",15,B.Tech,None,Cybersecurity Analyst,Reject,55009,7,87
2003,Jacqueline Brock,"natural, soldier, without",16,B.Tech,Google ML,AI Researcher,Hire,117934,6,56
3306,Blake Richardson,"animal, eat, possible",14,MBA,AWS Certified,Cybersecurity Analyst,Reject,113618,4,99
3595,Ralph Robinson,"town, yes, effect",6,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,41908,7,63
5766,Patrick Sosa,"sometimes, size, while",16,MBA,AWS Certified,Software Engineer,Reject,58602,4,50
47,Jeffrey Baker,"term, president, past",8,B.Sc,None,Cybersecurity Analyst,Reject,41547,8,69
5854,Nicole Rogers,"spend, water, trouble",6,MBA,AWS Certified,AI Researcher,Reject,115385,10,65
1217,Melanie Vance,"seven, rest, operation",11,B.Sc,Deep Learning Specialization,AI Researcher,Hire,45447,5,70
4060,Lauren Ruiz,"with, guess, beat",5,B.Sc,Deep Learning Specialization,AI Researcher,Hire,45019,3,77
4985,Dana Cross,"central, wonder, tax",5,MBA,Deep Learning Specialization,AI Researcher,Reject,105423,3,90
6876,Austin Taylor,"deal, production, action",6,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,55161,0,76
6265,Shelly Baker,"authority, rich, create",12,PhD,Google ML,AI Researcher,Reject,102412,2,77
7029,Heather Hanson,"under, how, party",1,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,77890,9,69
4883,Chase Williamson,"part, traditional, blood",6,MBA,Google ML,AI Researcher,Hire,56082,3,84
8436,Jenna Rodriguez,"yet, her, night",16,MBA,AWS Certified,Software Engineer,Reject,106758,2,87
1165,Marc Lynch,"not, institution, land",16,MBA,None,Software Engineer,Hire,86981,9,79
4970,Judith Moore,"become, direction, six",4,MBA,Deep Learning Specialization,Data Scientist,Hire,94166,3,97
691,Jennifer Knox,"specific, born, staff",13,B.Tech,None,Software Engineer,Reject,81004,4,85
7384,Mark Knapp,"fly, television, because",3,B.Sc,None,Cybersecurity Analyst,Reject,84325,6,62
2276,Jose Dominguez,"see, opportunity, finish",19,PhD,Deep Learning Specialization,Data Scientist,Hire,66109,10,76
1034,Deborah Medina,"nation, want, avoid",0,B.Tech,None,Data Scientist,Reject,89010,9,60
2212,Alexis Brown,"nation, fact, manage",0,B.Tech,Google ML,AI Researcher,Hire,55403,9,89
2570,Suzanne Kim,"wish, create, culture",13,PhD,Google ML,Software Engineer,Hire,62778,7,91
4140,Steven Freeman,"benefit, explain, fall",19,B.Tech,Google ML,Data Scientist,Reject,79719,2,86
784,Dakota Fisher,"program, memory, wear",0,MBA,None,AI Researcher,Hire,62757,4,89
7195,Kyle Brown,"middle, involve, study",9,MBA,AWS Certified,Software Engineer,Hire,41677,8,85
9521,Annette Stone,"television, several, past",11,B.Sc,Deep Learning Specialization,Software Engineer,Reject,73303,2,74
9502,Clarence Jones,"sit, national, during",7,B.Tech,AWS Certified,AI Researcher,Hire,72952,4,77
805,Barbara Fowler,"then, form, politics",14,B.Sc,None,AI Researcher,Reject,47247,2,99
1221,April Morrison,"old, economic, especially",19,PhD,Google ML,Data Scientist,Hire,106023,7,80
7838,Tanner Stein,"performance, place, you",2,B.Tech,Deep Learning Specialization,Data Scientist,Reject,68604,8,67
5982,Jennifer Hodges,"since, part, base",14,B.Sc,None,Data Scientist,Hire,86759,6,88
1580,Michelle Pena,"admit, country, bed",14,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,73949,2,70
4994,Steven Rogers,"group, individual, minute",11,PhD,Google ML,AI Researcher,Hire,95180,10,80
5631,Jessica Clark,"start, into, option",13,PhD,None,Data Scientist,Hire,44866,7,88
8331,Timothy Joseph,"where, perhaps, care",17,PhD,Google ML,Cybersecurity Analyst,Reject,95951,7,79
2620,Gilbert Taylor MD,"baby, add, society",5,PhD,Deep Learning Specialization,AI Researcher,Hire,115922,10,93
6243,Destiny Garcia,"scene, few, arm",18,MBA,Deep Learning Specialization,Software Engineer,Reject,111786,2,89
2502,Amy Parsons,"hope, look, laugh",17,MBA,Google ML,Data Scientist,Reject,61180,3,87
204,Juan Harris,"give, room, camera",1,PhD,Deep Learning Specialization,AI Researcher,Reject,83042,7,96
3810,Robert Brown,"wall, newspaper, over",13,MBA,Deep Learning Specialization,AI Researcher,Reject,102934,2,100
8709,Zachary Johnson,"sport, occur, history",13,B.Tech,Deep Learning Specialization,Data Scientist,Reject,84423,2,82
697,Elizabeth Gray,"article, among, memory",8,MBA,None,AI Researcher,Reject,68927,5,85
47,Joel Martinez,"require, very, where",17,MBA,Google ML,Cybersecurity Analyst,Reject,46265,10,70
5158,Elaine Brown,"field, range, determine",15,PhD,Deep Learning Specialization,Software Engineer,Reject,54106,0,65
6088,Joseph Ferrell,"effort, low, education",10,PhD,AWS Certified,AI Researcher,Reject,79815,6,66
2789,Michael Tanner,"value, too, over",16,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,54234,2,52
1611,Ann Warren,"race, think, say",1,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,58188,10,63
240,Patricia Meyers,"arm, child, improve",4,MBA,None,AI Researcher,Hire,110563,1,64
5308,Melissa Allen,"spring, miss, size",8,B.Tech,None,AI Researcher,Hire,87770,1,99
9206,Terry Lyons,"practice, dinner, computer",5,PhD,AWS Certified,Data Scientist,Hire,83097,10,55
4385,Anthony Boyd,"traditional, board, of",17,B.Tech,None,Data Scientist,Hire,80326,10,58
8190,Mckenzie Graham,"very, will, happy",19,MBA,AWS Certified,Data Scientist,Reject,108726,0,54
436,Kyle Wright,"live, do, month",17,MBA,None,Cybersecurity Analyst,Reject,74647,9,79
8142,Paula Clark,"suddenly, western, tell",6,B.Tech,None,Software Engineer,Reject,40851,8,65
4033,Anthony Williams,"mind, defense, born",6,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,42697,5,79
9963,Melanie Bird,"former, six, people",20,PhD,Google ML,Software Engineer,Reject,67919,8,96
3654,Christian Anthony,"lawyer, may, against",4,B.Sc,None,AI Researcher,Reject,109694,7,81
8116,Mark Ellis,"no, fine, none",17,PhD,Google ML,AI Researcher,Hire,54709,4,87
3032,Denise Patton,"save, pretty, read",5,B.Sc,None,Cybersecurity Analyst,Reject,58503,2,72
8756,Eric Kerr,"other, live, very",10,MBA,None,Cybersecurity Analyst,Reject,109552,3,62
1405,Rebecca Reid,"court, just, right",3,B.Tech,Deep Learning Specialization,AI Researcher,Hire,111876,0,79
5316,Sarah Simpson,"sit, why, front",14,B.Sc,None,Software Engineer,Hire,111884,0,64
234,Michelle Peterson,"talk, explain, remain",8,MBA,Deep Learning Specialization,AI Researcher,Hire,71869,4,59
7229,Cheryl Jensen,"move, stand, recently",15,MBA,Google ML,Cybersecurity Analyst,Hire,106363,9,90
7625,Joshua Wilson,"standard, upon, today",12,PhD,None,AI Researcher,Hire,86317,3,74
6947,Ann Armstrong,"party, protect, resource",14,MBA,None,Data Scientist,Hire,106645,4,71
5158,Claire Hopkins,"action, focus, for",15,B.Tech,Google ML,Cybersecurity Analyst,Reject,102894,0,83
4733,Nathaniel Jenkins,"air, class, quickly",5,MBA,AWS Certified,Data Scientist,Hire,119171,5,96
2166,Edwin Allen,"walk, drop, lot",13,MBA,Google ML,Cybersecurity Analyst,Reject,85763,4,96
2795,William Bailey,"cup, difference, drug",20,MBA,Google ML,Software Engineer,Hire,80532,10,77
1107,Devin Pineda,"wonder, little, yeah",14,B.Tech,Deep Learning Specialization,Software Engineer,Hire,89444,2,69
7215,Jeff Holmes,"system, economy, argue",10,PhD,Google ML,Software Engineer,Hire,114226,8,80
9868,Kayla Davidson,"young, organization, provide",19,B.Sc,Google ML,Software Engineer,Reject,104358,3,97
4810,Justin Valencia,"remember, white, century",7,PhD,None,Cybersecurity Analyst,Reject,95313,6,96
8478,Katherine Ortega,"decision, successful, land",6,B.Sc,AWS Certified,Data Scientist,Hire,83666,8,70
5469,Kimberly Gregory,"international, mention, table",10,B.Tech,Google ML,Data Scientist,Reject,112963,1,85
1512,Joel Castillo,"trouble, threat, door",15,PhD,Deep Learning Specialization,Software Engineer,Hire,79991,10,55
9737,Kenneth Smith,"quality, never, skin",20,PhD,None,Cybersecurity Analyst,Hire,46780,7,57
7878,Christina Green,"brother, environmental, reveal",9,PhD,None,Software Engineer,Reject,40245,7,86
8531,Edward Skinner,"deal, should, through",18,B.Sc,Google ML,Cybersecurity Analyst,Reject,112044,6,62
9565,Sharon Ali,"year, system, knowledge",1,B.Sc,Deep Learning Specialization,AI Researcher,Hire,54144,5,82
1222,Mark Stein,"machine, military, event",17,B.Tech,Google ML,AI Researcher,Hire,118258,5,57
8284,Paul Osborne,"exactly, every, moment",10,PhD,None,Cybersecurity Analyst,Hire,112595,3,58
7892,Patrick Rogers,"series, strong, late",19,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,45298,7,71
6061,Mary Brown,"plant, tell, majority",20,B.Tech,Deep Learning Specialization,AI Researcher,Reject,118369,4,63
6964,Dr. Rachel Jennings,"really, particularly, them",20,B.Sc,Google ML,Cybersecurity Analyst,Hire,80013,6,70
2839,Dakota Key,"mean, society, international",18,B.Sc,AWS Certified,Data Scientist,Reject,48604,3,60
3678,Morgan Thomas,"build, soldier, throw",12,MBA,AWS Certified,Software Engineer,Reject,87415,5,69
6443,Shawn Chaney,"her, pattern, message",16,B.Tech,Google ML,Software Engineer,Reject,106092,10,71
4184,Cassandra Hamilton,"make, himself, yeah",4,MBA,AWS Certified,Software Engineer,Hire,89166,8,98
431,Angela Solis,"kitchen, writer, few",11,PhD,AWS Certified,Software Engineer,Hire,52586,4,60
7141,Jillian Smith,"trade, western, inside",15,MBA,Google ML,Cybersecurity Analyst,Hire,44303,10,76
7099,Timothy Woodward,"certain, model, toward",3,B.Tech,Deep Learning Specialization,Software Engineer,Hire,83778,4,93
9686,Andrea Forbes,"deep, garden, Mr",17,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,73618,7,74
2947,Jason Rocha,"group, window, fall",17,B.Tech,AWS Certified,Data Scientist,Reject,40431,5,87
6668,Kathleen Garcia,"Republican, deep, behavior",8,MBA,None,Data Scientist,Reject,103869,7,81
6699,Wyatt Turner,"challenge, option, around",19,PhD,None,AI Researcher,Reject,42243,1,77
6,Melissa Stevens,"oil, financial, writer",8,B.Tech,None,AI Researcher,Hire,47681,0,56
5572,Dean Wright,"cup, say, town",16,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,58834,8,62
9626,Laura Thompson,"other, everyone, person",12,B.Sc,None,AI Researcher,Reject,79888,6,82
8321,Alicia Young,"political, anything, on",1,MBA,AWS Certified,Software Engineer,Reject,111393,9,97
5801,Daniel Scott,"administration, reality, use",3,PhD,Google ML,AI Researcher,Reject,44091,5,100
681,Linda Preston,"player, defense, model",11,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,83512,8,93
9026,Sabrina Gray,"recently, election, him",14,B.Sc,None,Software Engineer,Reject,101169,0,96
5942,Martha Wallace,"peace, eat, individual",17,MBA,AWS Certified,AI Researcher,Hire,74042,0,97
8610,Mr. Calvin Torres,"she, say, suddenly",5,PhD,None,Cybersecurity Analyst,Reject,54860,1,89
472,Mark Watts,"box, nearly, news",17,B.Tech,AWS Certified,AI Researcher,Hire,103077,7,85
8396,Angela Allen,"body, decide, born",5,B.Sc,AWS Certified,Data Scientist,Reject,78453,1,59
2366,Michelle Rivera,"economic, support, put",13,MBA,Deep Learning Specialization,Software Engineer,Reject,104086,8,53
2913,Yvonne Yu,"lay, resource, near",20,PhD,Google ML,Cybersecurity Analyst,Reject,49996,10,82
9988,Melinda Martinez,"also, away, marriage",16,MBA,None,Cybersecurity Analyst,Hire,83198,9,90
8135,Henry Fuentes,"painting, blood, result",4,B.Sc,AWS Certified,AI Researcher,Hire,87532,0,79
8525,Mrs. Tina Pollard,"seem, development, draw",6,B.Sc,AWS Certified,Software Engineer,Reject,44879,6,71
7116,Mrs. Alyssa Perez,"son, thought, consider",0,PhD,None,Data Scientist,Hire,97066,3,57
5558,Stephen Reid,"suddenly, loss, ask",5,PhD,None,AI Researcher,Reject,91430,9,96
3805,Phillip Stephens,"safe, law, budget",6,PhD,Google ML,Software Engineer,Reject,108566,1,94
4177,Sean Mercer,"concern, move, admit",11,PhD,Google ML,AI Researcher,Reject,54839,0,69
6453,Kayla Jackson,"whatever, improve, soon",7,MBA,Deep Learning Specialization,AI Researcher,Hire,52906,1,65
3737,Jason Harvey,"religious, research, capital",3,MBA,Deep Learning Specialization,AI Researcher,Hire,98530,3,80
4645,Alexa Williams,"floor, record, idea",18,B.Tech,AWS Certified,Data Scientist,Hire,49126,1,89
4889,Todd Roberts,"grow, account, human",15,PhD,AWS Certified,Software Engineer,Hire,112650,7,89
2869,Jennifer Frazier,"how, couple, give",8,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,56034,3,70
583,Raymond Gallegos,"person, most, Mrs",19,B.Tech,AWS Certified,Software Engineer,Hire,66095,8,83
5097,Carol Waters,"college, herself, president",18,B.Sc,None,Cybersecurity Analyst,Hire,53866,9,90
3706,Tracy Ferguson,"machine, paper, card",19,B.Tech,None,AI Researcher,Reject,72580,9,54
4101,Nichole Wells,"business, record, me",14,B.Tech,None,Data Scientist,Reject,96190,6,87
5629,Theresa David MD,"over, another, man",16,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,102366,8,92
8114,Morgan Obrien,"conference, example, better",9,MBA,Google ML,Software Engineer,Reject,114018,10,78
6744,Jeanette Buchanan,"top, movie, pick",6,PhD,AWS Certified,Software Engineer,Hire,85888,6,75
8734,Derrick White,"discussion, get, drug",1,B.Sc,AWS Certified,Data Scientist,Reject,93907,0,100
8487,Jonathan Simmons,"big, final, actually",6,MBA,None,Cybersecurity Analyst,Hire,41963,8,91
3215,Anna Jones,"evidence, kitchen, off",6,B.Tech,None,Cybersecurity Analyst,Reject,56766,5,98
5079,Andrea Potter,"spend, coach, edge",15,B.Sc,AWS Certified,Software Engineer,Hire,56210,10,61
2046,Kimberly Jones,"per, sit, sign",6,PhD,AWS Certified,Software Engineer,Reject,59735,4,98
5032,Courtney Mckinney,"good, project, politics",14,B.Sc,None,AI Researcher,Hire,104712,3,90
1444,Linda Sims,"themselves, court, effort",9,MBA,None,AI Researcher,Reject,51223,3,96
1216,Robert Webb,"must, sing, magazine",16,B.Sc,AWS Certified,Data Scientist,Reject,73243,0,95
315,Christina Wilson,"day, region, reason",3,B.Tech,None,Software Engineer,Hire,40166,2,94
4070,James Wood,"accept, subject, for",14,B.Sc,None,Data Scientist,Hire,100972,2,55
1647,Patricia Diaz,"minute, move, should",4,B.Tech,Deep Learning Specialization,AI Researcher,Hire,102450,4,50
5734,Austin Scott,"rule, fast, recognize",3,MBA,Deep Learning Specialization,Data Scientist,Hire,98109,6,94
8358,Megan Morgan,"final, difference, yard",3,PhD,AWS Certified,Data Scientist,Reject,53981,1,51
2897,Kathleen Daniels,"leader, hear, vote",7,PhD,AWS Certified,AI Researcher,Reject,63365,8,95
2497,Anna Ramirez,"sometimes, job, impact",18,B.Tech,None,AI Researcher,Reject,40263,3,82
1137,David Lopez,"result, mouth, sure",2,PhD,None,Software Engineer,Reject,105692,10,59
1642,Christopher Taylor,"visit, position, movie",14,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,66575,0,73
6684,Michael Stevenson,"manager, just, girl",11,PhD,Deep Learning Specialization,Data Scientist,Hire,90558,1,79
8704,Amanda Figueroa,"available, young, present",10,PhD,Deep Learning Specialization,Data Scientist,Hire,115075,3,80
1147,Jenny Castro,"street, star, operation",4,B.Sc,Deep Learning Specialization,Data Scientist,Reject,48058,5,80
9211,Richard Lee Jr.,"various, allow, will",5,MBA,Deep Learning Specialization,Data Scientist,Reject,42326,3,98
3559,Brian Shepherd,"seek, together, director",9,MBA,Deep Learning Specialization,AI Researcher,Hire,116910,6,96
6508,Savannah Floyd,"try, reality, before",6,B.Sc,AWS Certified,Data Scientist,Hire,40922,5,89
5002,Samantha Kennedy,"well, always, effect",7,MBA,Google ML,Software Engineer,Reject,94800,2,56
7718,Anita Taylor,"staff, ready, pull",5,PhD,AWS Certified,Software Engineer,Hire,108053,0,50
7429,Teresa Norton,"rock, success, thing",17,PhD,AWS Certified,Cybersecurity Analyst,Hire,62948,8,99
4872,Marisa Acevedo,"here, trade, line",1,B.Sc,AWS Certified,Software Engineer,Hire,117819,5,53
2387,Oscar Fuller,"should, read, lose",9,PhD,None,AI Researcher,Hire,71874,10,75
8870,Laura Chapman,"past, building, difference",7,PhD,Google ML,Data Scientist,Reject,109998,1,96
7311,Ruth Moore,"fact, least, fight",8,MBA,Google ML,Data Scientist,Hire,72986,2,61
9076,Jessica Harris,"seek, rest, question",15,MBA,Google ML,Software Engineer,Reject,42782,6,62
9035,Christopher Petersen,"personal, operation, fire",6,B.Tech,Deep Learning Specialization,AI Researcher,Hire,68136,5,68
8496,Erica Williams,"safe, threat, short",14,PhD,None,Data Scientist,Hire,76186,6,91
9078,Corey Kemp,"shoulder, exist, big",6,B.Tech,None,Cybersecurity Analyst,Hire,88234,4,96
3245,Joseph Ferguson,"expert, sign, tell",16,B.Tech,Google ML,Data Scientist,Hire,116088,0,95
43,Eric Green,"hear, inside, debate",17,MBA,AWS Certified,AI Researcher,Hire,84737,10,55
402,Linda Lopez,"there, read, age",11,B.Tech,None,Software Engineer,Reject,41459,1,99
9503,Crystal Gray,"easy, rest, crime",12,B.Sc,None,AI Researcher,Hire,109457,10,63
925,Renee Hernandez,"throw, election, hold",12,PhD,None,Cybersecurity Analyst,Hire,45514,5,53
3582,Gabrielle Patterson,"yeah, budget, entire",20,MBA,None,Software Engineer,Reject,41153,3,58
5413,William Richard,"effect, affect, wife",11,B.Tech,Deep Learning Specialization,Data Scientist,Reject,84360,3,93
5272,Richard Atkins,"case, feeling, travel",20,B.Tech,Deep Learning Specialization,Software Engineer,Hire,106085,6,53
1651,Brandi Trujillo,"budget, hour, especially",4,MBA,AWS Certified,Cybersecurity Analyst,Reject,47416,4,57
5246,Angela Foster,"happy, born, smile",5,B.Tech,Deep Learning Specialization,Software Engineer,Reject,47362,5,92
766,Kayla Williams,"down, Mrs, staff",8,MBA,None,Cybersecurity Analyst,Reject,77350,2,77
4900,Jeffrey Hahn DDS,"traditional, radio, home",9,B.Tech,AWS Certified,Data Scientist,Reject,110996,1,68
3742,Anthony Grimes,"whole, market, reflect",0,PhD,AWS Certified,Data Scientist,Reject,91919,8,56
9307,Jay Harris,"about, can, cold",15,B.Sc,None,Software Engineer,Hire,74737,10,99
39,Robert Richards,"window, central, prepare",7,B.Sc,None,Data Scientist,Reject,83742,1,85
890,Mark Patel,"compare, give, bad",8,PhD,Google ML,Software Engineer,Reject,88585,6,55
3322,Crystal Johnston,"remain, Mrs, truth",15,PhD,Google ML,AI Researcher,Hire,118227,1,93
6983,Colton Bennett MD,"health, place, full",1,B.Tech,AWS Certified,AI Researcher,Hire,102515,8,81
7981,Dustin Richards,"grow, remember, effort",9,MBA,Deep Learning Specialization,Software Engineer,Reject,117897,6,57
2911,Kristen Snyder,"night, edge, draw",10,MBA,Google ML,AI Researcher,Hire,73880,6,66
1883,Rebecca Armstrong,"those, computer, economic",15,PhD,None,Software Engineer,Reject,42563,10,66
7921,Lori Butler,"coach, alone, everyone",7,MBA,AWS Certified,Cybersecurity Analyst,Hire,117637,7,67
3149,Tiffany Nelson,"population, author, health",19,MBA,None,Cybersecurity Analyst,Reject,61385,10,93
1491,Tracy Armstrong,"your, year, information",10,B.Tech,AWS Certified,Software Engineer,Reject,81773,7,78
7561,Sergio Chase,"with, turn, explain",20,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,72362,3,88
6393,Angela Silva,"employee, carry, conference",3,B.Tech,Google ML,Software Engineer,Reject,104768,8,94
4838,Ryan Miller,"door, Mr, cup",11,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,101765,4,57
245,Daniel Bennett,"money, book, quite",14,MBA,Deep Learning Specialization,AI Researcher,Reject,56035,6,60
3589,Donald Rios,"mind, share, total",4,PhD,AWS Certified,Software Engineer,Reject,86371,9,63
5968,Sharon Perry,"detail, themselves, common",11,B.Tech,Deep Learning Specialization,AI Researcher,Reject,103854,5,75
9837,Jennifer Barrett,"prepare, base, still",17,MBA,None,Cybersecurity Analyst,Reject,95756,6,90
1459,Victoria Griffin,"final, himself, capital",4,B.Sc,AWS Certified,Software Engineer,Hire,64644,5,82
9097,Danielle Petty,"culture, wish, rich",2,MBA,None,AI Researcher,Hire,81817,5,83
3551,Angela Mccoy,"begin, hand, indeed",6,B.Sc,Deep Learning Specialization,Data Scientist,Hire,113271,0,51
1869,Claudia Carey,"piece, unit, prepare",16,B.Tech,Deep Learning Specialization,Software Engineer,Reject,108917,9,63
5563,Ashley Haney,"available, movie, first",15,MBA,Google ML,Cybersecurity Analyst,Hire,116975,8,81
1053,Grace Robbins,"hit, cell, record",18,B.Sc,Deep Learning Specialization,Data Scientist,Reject,102283,2,75
196,Carol Keith,"best, product, man",12,MBA,Google ML,AI Researcher,Reject,40822,7,87
4730,Megan Long,"it, hard, shake",1,B.Sc,Deep Learning Specialization,AI Researcher,Hire,40883,7,78
3698,Mary Turner,"discussion, property, air",11,PhD,AWS Certified,Cybersecurity Analyst,Hire,71923,1,68
414,Kimberly Garza,"career, itself, company",16,B.Sc,None,Software Engineer,Reject,98735,6,71
1587,Jasmine Rios,"executive, fill, mouth",15,PhD,Google ML,Cybersecurity Analyst,Reject,60673,2,77
7594,Jeffrey Roberson,"clear, people, upon",12,B.Sc,AWS Certified,AI Researcher,Reject,110074,3,59
4957,Emily Robinson,"try, must, table",13,B.Sc,None,Software Engineer,Hire,96570,7,55
8829,Jose Kennedy,"bad, purpose, media",8,B.Sc,None,Software Engineer,Reject,40846,7,75
5906,Paul Yu,"structure, need, evidence",4,PhD,Google ML,AI Researcher,Reject,84491,2,86
1430,Alexandra Fox,"day, picture, enjoy",3,PhD,Google ML,AI Researcher,Hire,113757,1,51
5764,Anna Martinez,"direction, stock, bar",1,PhD,Google ML,Cybersecurity Analyst,Hire,78340,3,57
3324,Craig Roman,"month, few, recent",12,PhD,Google ML,Cybersecurity Analyst,Hire,48624,8,86
7302,Nancy Collins,"ball, establish, election",12,B.Sc,AWS Certified,Data Scientist,Reject,119214,10,83
6775,Katherine Perez,"million, floor, film",19,B.Sc,Deep Learning Specialization,Data Scientist,Reject,53552,2,63
9012,Tracy Turner,"public, front, above",11,B.Sc,None,AI Researcher,Hire,109443,7,83
4790,Michael Bautista,"safe, skin, adult",6,B.Sc,None,Cybersecurity Analyst,Hire,96423,9,78
9934,Amanda Benson,"north, first, affect",2,MBA,Google ML,Software Engineer,Reject,54906,2,55
2204,Stephen Huff MD,"enjoy, remember, rule",13,B.Tech,Google ML,AI Researcher,Reject,69860,10,87
5677,Kristin Miller,"to, your, difference",2,PhD,Deep Learning Specialization,AI Researcher,Reject,76330,10,87
626,Michele Mendoza,"high, knowledge, tell",4,PhD,Google ML,Software Engineer,Reject,58697,6,57
1844,Amanda Murphy,"show, pressure, reduce",18,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,98457,9,95
9073,Cynthia Woodward,"Mrs, standard, development",19,PhD,None,Data Scientist,Hire,72055,1,81
7521,Jill Rosario,"form, vote, common",8,B.Sc,AWS Certified,Software Engineer,Reject,47888,0,78
7767,Shelley Thomas,"state, after, decide",10,MBA,Google ML,AI Researcher,Reject,45852,1,93
5444,Sandra Lopez,"would, mother, agent",7,B.Sc,Google ML,Software Engineer,Hire,89915,9,69
1717,Kathryn Jones,"bed, laugh, deep",17,PhD,Google ML,Cybersecurity Analyst,Hire,73030,8,76
2670,Stacy Chase,"body, off, property",4,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,47859,10,53
8069,Rachel Hunt,"land, state, detail",14,PhD,AWS Certified,Cybersecurity Analyst,Hire,43327,0,85
1534,Sharon Mays,"remain, beat, break",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,101031,8,69
117,Kaitlyn Parker,"property, magazine, next",20,PhD,None,Data Scientist,Reject,40790,2,50
382,Charles Leon,"forward, if, detail",7,B.Sc,Google ML,Data Scientist,Reject,101037,6,56
2609,Casey Miller,"product, option, argue",7,MBA,Google ML,Cybersecurity Analyst,Hire,104081,7,80
5290,Brittany Cannon,"sure, all, try",10,PhD,None,Cybersecurity Analyst,Reject,56948,2,98
4313,Christine Morris,"listen, Mrs, memory",9,PhD,Deep Learning Specialization,AI Researcher,Hire,77321,5,72
7850,Hayden Murray,"each, today, new",12,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,86782,6,62
3881,Louis Boone,"with, push, year",8,MBA,Google ML,Software Engineer,Reject,52534,4,84
7534,Kelsey Allen,"him, away, seat",14,B.Tech,None,Data Scientist,Hire,48669,9,69
692,Sara Ross,"red, maybe, yes",13,PhD,None,Cybersecurity Analyst,Hire,40152,8,55
3958,Kristin Delgado,"every, your, evidence",16,B.Tech,None,Software Engineer,Reject,115226,1,63
3138,Nathan Campbell,"mind, oil, everybody",14,B.Tech,None,Cybersecurity Analyst,Reject,72042,7,86
6150,Ryan Fuller,"others, drive, laugh",10,B.Tech,None,Data Scientist,Hire,118376,6,64
7186,Fernando Cooper,"letter, hot, increase",0,B.Tech,None,Data Scientist,Reject,116740,5,57
7078,Rodney Aguilar,"both, father, bill",19,B.Sc,Deep Learning Specialization,Data Scientist,Hire,90551,3,82
9224,Kristina Munoz,"agent, also, indicate",2,MBA,Deep Learning Specialization,Software Engineer,Hire,56736,1,71
7270,John Carlson,"most, hold, because",6,B.Tech,Google ML,Cybersecurity Analyst,Reject,76417,1,57
7071,Eric Jordan,"must, answer, hold",11,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,89941,6,58
66,Stacey Gilbert,"win, production, those",19,MBA,Deep Learning Specialization,Software Engineer,Reject,108069,10,93
5106,Emily Sullivan,"international, environment, effort",13,MBA,Google ML,Software Engineer,Hire,58184,0,83
4812,Julie Robinson,"create, every, hold",15,MBA,None,AI Researcher,Hire,108318,4,51
6220,Brian Ayala,"full, onto, girl",12,MBA,None,Cybersecurity Analyst,Hire,60392,6,62
2074,Jordan Lee,"increase, or, wrong",2,B.Tech,Deep Learning Specialization,Software Engineer,Reject,53551,7,85
2090,Joseph Alvarez,"now, friend, story",5,B.Sc,None,Software Engineer,Reject,106183,1,62
7831,Rebecca Arias,"leave, last, either",7,MBA,AWS Certified,Software Engineer,Reject,92010,2,89
610,Stephen Reyes,"which, last, why",14,B.Tech,AWS Certified,Software Engineer,Hire,61570,8,85
5802,Elizabeth Lopez,"job, decision, city",12,PhD,AWS Certified,Data Scientist,Reject,61498,2,58
7858,Jessica Williams,"actually, better, happen",17,B.Tech,None,AI Researcher,Reject,47844,6,63
6149,Michelle Ruiz,"sea, draw, go",5,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,76649,3,53
214,Jean Hodge,"town, evidence, card",11,B.Tech,AWS Certified,Data Scientist,Hire,81133,5,76
6772,Nichole Brown,"room, two, build",0,MBA,Google ML,Data Scientist,Reject,44128,4,91
