Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
753,Melissa Preston,"React, C++, SQL, Java",9,PhD,Deep Learning Specialization,Software Engineer,Hire,68203,9,100
6220,Brian Ayala,"full, onto, girl",12,MBA,None,Cybersecurity Analyst,Hire,60392,6,62
93,Cody Pace,"TensorFlow, NLP, Pytorch",5,B.Sc,AWS Certified,AI Researcher,Hire,88653,0,75
3469,Tami Aguilar,"approach, modern, half",7,PhD,Deep Learning Specialization,Software Engineer,Hire,77473,6,50
9055,Jason Wells,"range, scientist, big",5,MBA,Google ML,Cybersecurity Analyst,Reject,50377,5,72
3389,Billy French,"memory, officer, hot",11,PhD,Google ML,Data Scientist,Hire,100863,3,94
6872,Jeremiah Carroll,"administration, staff, part",11,B.Tech,Deep Learning Specialization,Software Engineer,Hire,48267,0,83
6668,Kathleen Garcia,"Republican, deep, behavior",8,MBA,None,Data Scientist,Reject,103869,7,81
616,Ashley Wells,"ground, run, seven",14,B.Tech,Deep Learning Specialization,AI Researcher,Hire,47667,8,51
3967,Amy Nguyen,"firm, eye, significant",3,B.Sc,AWS Certified,Data Scientist,Hire,115392,7,71
730,Andrea Beard,"React, C++",7,M.Tech,AWS Certified,Software Engineer,Hire,98988,10,100
9985,Debbie Wood,"job, civil, industry",7,B.Tech,None,Cybersecurity Analyst,Hire,93457,6,80
3920,Robin Oliver,"woman, item, budget",5,B.Tech,Deep Learning Specialization,Data Scientist,Hire,117987,1,78
8534,Kimberly Carter,"name, or, kind",8,PhD,AWS Certified,Software Engineer,Reject,48956,9,58
2390,Eileen Williams,"fire, beautiful, week",20,MBA,AWS Certified,Cybersecurity Analyst,Hire,109603,0,79
6964,Sean Robinson,"another, defense, authority",10,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,40571,6,86
5680,David Nicholson,"involve, mind, contain",2,MBA,Deep Learning Specialization,Software Engineer,Hire,41479,2,65
6950,Daniel Fernandez,"section, should, five",2,MBA,Deep Learning Specialization,AI Researcher,Hire,93187,4,96
6422,Eric Hall,"dream, spring, seven",14,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,87185,7,83
7048,Nicole Perez,"her, would, our",16,B.Sc,Deep Learning Specialization,AI Researcher,Hire,61286,1,98
9908,Jack Velez,"matter, cause, talk",18,B.Sc,None,Data Scientist,Hire,41785,9,92
7081,Christopher Chan,"page, threat, situation",15,B.Tech,AWS Certified,Data Scientist,Hire,95680,1,58
3364,Brent Dominguez DVM,"away, matter, need",13,PhD,Deep Learning Specialization,Software Engineer,Hire,81232,5,51
6469,William Peters,"year, community, yourself",10,MBA,Google ML,Data Scientist,Reject,89306,6,56
347,Jessica Ruiz,"Ethical Hacking, Cybersecurity, Linux, Networking",0,MBA,Google ML,Cybersecurity Analyst,Hire,102527,7,65
9195,Paul Parker,"bit, without, reason",5,B.Tech,Google ML,Cybersecurity Analyst,Hire,83311,4,84
6781,Jordan Duran,"fall, million, day",7,PhD,Google ML,Software Engineer,Reject,92819,7,62
4889,Todd Roberts,"grow, account, human",15,PhD,AWS Certified,Software Engineer,Hire,112650,7,89
5020,Cheryl Martinez,"money, indicate, research",2,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,113608,7,64
579,Christopher Mcconnell,"SQL, Java, React, C++",3,M.Tech,Google ML,Software Engineer,Hire,52454,9,100
5736,Stephen Jackson,"side, blue, game",13,MBA,Google ML,Cybersecurity Analyst,Reject,82149,0,54
76,Carolyn James,"Java, React, SQL, C++",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,88155,8,100
8331,Timothy Joseph,"where, perhaps, care",17,PhD,Google ML,Cybersecurity Analyst,Reject,95951,7,79
7959,Katherine Hernandez,"every, red, Republican",15,MBA,AWS Certified,Software Engineer,Reject,116445,5,83
5783,Angela Moore,"ago, occur, family",9,PhD,Deep Learning Specialization,Software Engineer,Hire,43031,9,83
8189,Emily Schwartz,"popular, up, many",13,MBA,None,Data Scientist,Reject,73030,1,77
7037,Renee Anderson,"our, explain, similar",13,MBA,Deep Learning Specialization,Data Scientist,Reject,54942,8,87
1447,Brittany Jackson,"stop, view, tell",5,B.Sc,None,Software Engineer,Hire,60392,10,70
132,Rebecca Reynolds,"Java, C++, SQL",0,B.Sc,None,Software Engineer,Reject,103202,3,30
179,Andrea Clark,"Pytorch, TensorFlow",3,MBA,None,AI Researcher,Hire,81415,7,75
7696,Sheri Lucero,"we, newspaper, majority",16,B.Tech,Google ML,Software Engineer,Hire,67043,8,58
7165,John Webb,"third, especially, seven",14,MBA,Deep Learning Specialization,AI Researcher,Reject,100940,1,99
8824,Corey Wheeler,"white, quite, industry",4,B.Tech,AWS Certified,Data Scientist,Reject,102537,0,86
1757,Brandi Ross,"key, rise, how",2,MBA,None,Cybersecurity Analyst,Reject,114959,5,54
8407,David Peterson,"animal, listen, wrong",9,B.Sc,Deep Learning Specialization,Data Scientist,Hire,112156,3,50
136,Taylor Ellison,"parent, own, listen",11,B.Tech,Deep Learning Specialization,Software Engineer,Hire,81357,8,75
3300,Ashley Dunn,"campaign, raise, task",6,MBA,None,Software Engineer,Hire,46241,4,96
4572,Mackenzie Smith,"evening, total, guy",18,MBA,AWS Certified,Data Scientist,Hire,82346,6,54
605,Sara Jackson,"Python, Deep Learning, Machine Learning",5,M.Tech,None,Data Scientist,Hire,94342,10,100
452,Keith Curtis,"too, just, but",1,MBA,Google ML,Data Scientist,Reject,96386,0,56
26,Roy Huang,"Python, NLP",7,B.Tech,Deep Learning Specialization,AI Researcher,Hire,68447,10,100
659,Frank Hart,"NLP, TensorFlow, Python",3,B.Tech,AWS Certified,AI Researcher,Hire,62695,9,100
9766,Shannon Sims,"beat, protect, require",14,B.Sc,Google ML,Cybersecurity Analyst,Hire,83397,2,94
4800,Andrew Green,"maintain, song, add",6,MBA,None,Software Engineer,Hire,67760,5,60
5830,Russell Gray,"explain, result, while",16,B.Sc,None,Data Scientist,Reject,56896,1,83
174,Phillip Shaw,"SQL, Python",9,PhD,Deep Learning Specialization,Data Scientist,Hire,69101,8,100
9934,Amanda Benson,"north, first, affect",2,MBA,Google ML,Software Engineer,Reject,54906,2,55
438,George Clark,"Python, Deep Learning, Machine Learning, SQL",3,PhD,Google ML,Data Scientist,Hire,77893,10,100
332,Brett Mills,"Python, Deep Learning, SQL, Machine Learning",1,B.Tech,AWS Certified,Data Scientist,Hire,61616,9,85
8112,Diana Maldonado,"information, listen, nature",6,B.Sc,AWS Certified,Data Scientist,Hire,116409,5,80
8756,Eric Kerr,"other, live, very",10,MBA,None,Cybersecurity Analyst,Reject,109552,3,62
343,Dylan Keller,"Python, NLP, TensorFlow",7,B.Sc,Google ML,AI Researcher,Hire,62487,8,100
738,Jonathan Stewart,"case, list, participant",18,PhD,None,Cybersecurity Analyst,Hire,61846,7,93
5878,Savannah Turner,"capital, number, whose",10,PhD,None,AI Researcher,Hire,46241,4,86
8867,Anne Harris,"industry, fish, trip",14,B.Sc,Deep Learning Specialization,AI Researcher,Reject,81593,10,96
480,Daniel Montgomery,"SQL, Machine Learning",1,B.Sc,Deep Learning Specialization,Data Scientist,Reject,104811,1,35
728,Jennifer Morgan MD,"SQL, Machine Learning, Deep Learning",3,PhD,None,Data Scientist,Reject,91090,2,55
6414,Hunter Parrish,"former, position, week",9,B.Tech,Google ML,AI Researcher,Hire,70292,2,84
977,Louis Spencer,"Python, NLP",3,B.Sc,None,AI Researcher,Hire,95270,7,75
622,Philip Howard,"measure, until, medical",18,B.Sc,Deep Learning Specialization,Software Engineer,Reject,75206,0,54
9971,Grant Robinson,"fact, us, leg",3,MBA,None,Data Scientist,Reject,42490,1,66
255,Julie Taylor,"program, far, financial",4,MBA,None,Data Scientist,Hire,85713,8,96
4810,Justin Valencia,"remember, white, century",7,PhD,None,Cybersecurity Analyst,Reject,95313,6,96
262,Timothy Rojas,"friend, ok, collection",11,B.Sc,Deep Learning Specialization,Software Engineer,Hire,91099,0,68
577,Tyrone Ellison,"environment, him, tend",1,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,65733,9,67
3792,William Neal,"film, four, grow",6,B.Tech,None,Data Scientist,Reject,63427,6,72
7868,Thomas Banks,"evening, suffer, though",10,B.Tech,Deep Learning Specialization,Data Scientist,Reject,74666,3,66
134,Alyssa Nguyen,"product, south, forget",2,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,98037,0,87
2706,Andrew Davis,"especially, no, particularly",15,B.Tech,None,Software Engineer,Hire,104304,0,60
8216,Tamara Bird,"clear, some, politics",16,B.Tech,Deep Learning Specialization,Software Engineer,Hire,47864,9,90
4387,Joel Glenn,"dark, head, probably",15,B.Tech,Google ML,Data Scientist,Reject,51024,6,96
9405,Tammy Lutz,"prove, agreement, meet",17,B.Tech,AWS Certified,Software Engineer,Hire,87138,8,66
661,Brenda Hall,"Java, SQL",8,M.Tech,Google ML,Software Engineer,Hire,50950,8,100
4465,Bryan Schultz,"painting, public, could",14,B.Tech,Deep Learning Specialization,Software Engineer,Reject,96796,10,99
1558,Lisa Ramirez,"anything, weight, since",19,B.Sc,Google ML,AI Researcher,Reject,76041,4,65
72,Willie Graham,"project, development, smile",0,B.Sc,Google ML,Cybersecurity Analyst,Hire,62499,10,82
9510,Melissa Horn,"feel, race, agree",20,MBA,Deep Learning Specialization,Data Scientist,Reject,77612,6,85
2050,Ernest Hudson,"model, be, nothing",15,MBA,Deep Learning Specialization,Data Scientist,Hire,80805,3,54
8225,Rachel Nicholson,"cost, certainly, heart",4,MBA,AWS Certified,Software Engineer,Hire,64772,4,66
3855,Alexander Schwartz,"cultural, million, best",14,B.Tech,Google ML,AI Researcher,Hire,95843,5,98
268,Nathaniel Yoder,"SQL, React",10,B.Tech,Deep Learning Specialization,Software Engineer,Hire,89543,5,100
8942,Dean Strickland,"before, by, blue",2,B.Sc,None,Data Scientist,Reject,74889,10,53
1084,Heather Stuart,"fact, across, different",12,B.Sc,None,Cybersecurity Analyst,Reject,69406,3,90
2060,Kevin Hopkins,"position, strong, real",9,MBA,None,Data Scientist,Hire,48437,7,87
5008,Richard Lowe,"hair, how, describe",18,PhD,AWS Certified,Data Scientist,Reject,62531,0,88
1750,Joshua Riley,"eat, people, morning",12,B.Tech,Google ML,Cybersecurity Analyst,Hire,40387,4,78
3027,Steven Brown,"appear, effect, issue",6,PhD,None,Cybersecurity Analyst,Reject,90459,4,50
3906,Christine Hudson,"point, national, ok",16,B.Sc,Google ML,Software Engineer,Hire,82996,0,53
5004,Travis Proctor,"situation, serve, wife",8,PhD,Google ML,Data Scientist,Hire,69097,8,82
8473,Brenda Barnett,"chance, somebody, nothing",4,PhD,Deep Learning Specialization,Software Engineer,Hire,103764,3,99
2699,Scott Smith,"stage, herself, laugh",16,B.Sc,None,AI Researcher,Hire,66758,0,92
6426,Andrea Mcclure,"eye, final, likely",20,B.Tech,None,AI Researcher,Reject,45287,6,87
2670,Stacy Chase,"body, off, property",4,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,47859,10,53
2136,Joshua Pope,"specific, parent, third",17,B.Sc,AWS Certified,AI Researcher,Hire,92112,0,55
4197,Randy Berry,"family, sense, throw",8,MBA,None,Data Scientist,Reject,54971,7,69
7304,Jamie Frazier,"body, prove, actually",0,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,54835,6,80
1989,Jessica Monroe,"sometimes, century, despite",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,104690,9,58
5412,Evan Robinson,"represent, conference, word",17,MBA,None,Software Engineer,Reject,52082,6,71
8138,Makayla Park,"center, deal, strategy",8,B.Sc,Deep Learning Specialization,Data Scientist,Hire,44047,6,94
68,David Mitchell,"Pytorch, Python, TensorFlow, NLP",9,M.Tech,Google ML,AI Researcher,Hire,47919,4,100
3539,Anthony Potter,"teach, information, kind",13,MBA,None,Cybersecurity Analyst,Hire,91738,9,99
7442,Franklin Chan,"laugh, scene, language",0,MBA,Deep Learning Specialization,AI Researcher,Reject,42614,7,89
1585,Jonathan Castillo,"Congress, remember, mouth",7,MBA,Google ML,AI Researcher,Hire,48102,5,69
3574,Jillian Frederick,"compare, until, light",5,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,70683,9,97
821,Erin Kemp,"Cybersecurity, Ethical Hacking, Linux, Networking",1,B.Sc,Google ML,Cybersecurity Analyst,Reject,51229,2,50
8087,Kim Carney,"cut, a, see",1,B.Tech,AWS Certified,AI Researcher,Hire,55129,7,81
5879,Thomas Walsh,"save, list, cause",9,B.Tech,Google ML,AI Researcher,Hire,55976,5,56
3696,Kristin Berger,"member, third, customer",13,PhD,None,AI Researcher,Reject,79037,8,99
7307,Leslie Robinson,"some, cut, gun",10,PhD,None,AI Researcher,Hire,73278,8,95
6033,Heather Macias,"Congress, kid, everyone",11,B.Tech,None,Cybersecurity Analyst,Reject,69551,6,92
8868,Christopher Carpenter,"arm, together, arm",17,B.Tech,Google ML,Software Engineer,Reject,60532,6,93
6345,Gary Reid,"partner, sort, loss",12,B.Sc,None,Cybersecurity Analyst,Reject,85744,3,78
7764,Jacqueline Cunningham,"brother, they, various",1,PhD,Google ML,Data Scientist,Reject,74251,5,71
398,Allison Hoffman,"Ethical Hacking, Linux",1,PhD,None,Cybersecurity Analyst,Hire,95656,9,65
1316,Christine Garcia DDS,"list, carry, training",20,B.Sc,Deep Learning Specialization,Software Engineer,Hire,47174,0,74
2489,Tiffany Campbell,"education, yeah, growth",6,B.Sc,None,Cybersecurity Analyst,Hire,118889,2,74
4825,Jack Edwards,"add, part, student",10,MBA,AWS Certified,Software Engineer,Reject,100551,2,97
5766,Patrick Sosa,"sometimes, size, while",16,MBA,AWS Certified,Software Engineer,Reject,58602,4,50
7935,Ryan Edwards,"through, girl, out",4,MBA,Google ML,AI Researcher,Reject,93333,4,65
980,Pamela Santos,"TensorFlow, NLP, Python",9,MBA,Google ML,AI Researcher,Hire,57419,7,100
6449,Barbara Cummings,"tough, now, manage",15,B.Sc,Google ML,Data Scientist,Hire,42630,9,84
8247,Jeanne Bell,"plant, report, establish",3,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,81072,10,64
83,Ryan Moore,"C++, Java",9,M.Tech,Deep Learning Specialization,Software Engineer,Hire,51284,4,100
300,Tina Bailey,"I, couple, meeting",0,B.Tech,Google ML,Cybersecurity Analyst,Reject,45017,9,71
2675,Melanie Thomas,"recognize, analysis, item",17,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,77037,0,76
4624,Sophia Hughes,"training, ahead, investment",15,B.Sc,None,Software Engineer,Hire,71776,2,93
3739,Teresa Obrien,"yard, enter, single",20,B.Sc,Google ML,Software Engineer,Hire,58692,3,99
3480,Richard Dickson,"system, wish, relationship",16,B.Sc,Google ML,Data Scientist,Hire,77065,1,58
424,Cristian Hernandez,"C++, React, Java, SQL",7,B.Tech,AWS Certified,Software Engineer,Hire,59061,6,100
4400,Scott Garcia,"reason, sport, figure",16,B.Sc,Deep Learning Specialization,Data Scientist,Hire,81650,0,91
7739,Shawn Newman,"on, hold, away",0,MBA,Deep Learning Specialization,AI Researcher,Reject,41388,8,85
5348,Gary Alexander,"have, kid, anything",8,B.Sc,Google ML,Cybersecurity Analyst,Hire,93671,8,52
549,Andrew Salinas,"win, ability, mouth",18,B.Sc,Deep Learning Specialization,AI Researcher,Reject,52466,6,63
3310,Teresa Smith,"age, with, apply",18,B.Tech,AWS Certified,Software Engineer,Hire,104896,1,80
5272,Richard Atkins,"case, feeling, travel",20,B.Tech,Deep Learning Specialization,Software Engineer,Hire,106085,6,53
5380,Leslie Evans,"about, as, professional",7,PhD,None,Cybersecurity Analyst,Hire,115617,2,60
840,Rebecca Walker,"Machine Learning, Python, SQL",2,MBA,Deep Learning Specialization,Data Scientist,Hire,84205,4,65
501,Christine Beck,"NLP, TensorFlow, Python, Pytorch",9,PhD,AWS Certified,AI Researcher,Hire,112005,10,100
142,Ashley Peters,"Cybersecurity, Ethical Hacking, Linux",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,59885,2,100
4378,Allen Miller,"short, hand, drug",0,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,79498,3,93
4023,Michael Newman,"get, part, fish",20,B.Sc,AWS Certified,Software Engineer,Hire,72309,4,84
5594,Rhonda Patterson,"set, choice, sound",18,B.Tech,Google ML,Software Engineer,Reject,96354,7,73
2374,Christopher Perry,"nor, agree, popular",20,MBA,Google ML,AI Researcher,Reject,62202,10,57
4735,David Woodward,"he, protect, have",14,MBA,None,Cybersecurity Analyst,Hire,80665,7,92
9619,Sharon Pace,"develop, take, method",8,B.Sc,AWS Certified,AI Researcher,Hire,103914,8,98
2541,Lorraine Best,"second, east, Congress",9,PhD,Deep Learning Specialization,Software Engineer,Reject,116578,7,64
551,Rebecca Kirby,"Python, Deep Learning, Machine Learning, SQL",9,B.Tech,Google ML,Data Scientist,Hire,64063,9,100
4282,Glenn Osborn,"both, white, form",3,B.Sc,Deep Learning Specialization,AI Researcher,Hire,115654,2,73
902,Alison Vazquez,"past, every, owner",8,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,81836,2,50
949,Alan Lewis,"Pytorch, TensorFlow, NLP, Python",10,B.Sc,Google ML,AI Researcher,Hire,50188,3,100
8125,Jeremy Hammond,"forget, country, process",11,PhD,Google ML,Cybersecurity Analyst,Hire,75266,9,97
533,Sierra Edwards,"C++, SQL",5,M.Tech,Google ML,Software Engineer,Hire,41530,0,70
6736,Justin Harris,"information, dark, those",19,B.Sc,Google ML,Data Scientist,Hire,105949,8,53
1488,Patrick Cain,"lot, high, itself",19,PhD,Deep Learning Specialization,AI Researcher,Reject,76570,8,77
465,Laura Allen,"hit, despite, town",0,B.Sc,Deep Learning Specialization,Data Scientist,Reject,63935,3,71
6337,Melissa Lara,"scientist, table, agent",9,B.Sc,Google ML,Cybersecurity Analyst,Reject,51923,5,90
8829,Jose Kennedy,"bad, purpose, media",8,B.Sc,None,Software Engineer,Reject,40846,7,75
640,Mr. Rick Gonzalez,"SQL, Machine Learning",5,B.Sc,Deep Learning Specialization,Data Scientist,Hire,42998,6,100
558,Sharon Rodriguez,"offer, fly, measure",3,MBA,None,Data Scientist,Hire,55523,2,91
968,Adriana Johnson,"Deep Learning, Python, Machine Learning, SQL",6,B.Sc,AWS Certified,Data Scientist,Hire,50340,0,90
1862,Karen Boyd,"month, avoid, contain",3,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,88890,9,94
2818,Barbara Cline,"wait, cup, all",2,B.Sc,None,Data Scientist,Hire,40482,2,67
8567,Brian Clements,"every, hotel, field",2,B.Tech,Google ML,Software Engineer,Reject,113826,1,73
1877,Michael Scott,"away, government, free",20,B.Tech,None,AI Researcher,Reject,110113,1,73
7661,Cindy Fisher,"director, end, choice",8,PhD,Google ML,AI Researcher,Reject,96279,2,70
156,Anthony Neal,"Cybersecurity, Ethical Hacking, Networking, Linux",6,M.Tech,None,Cybersecurity Analyst,Hire,98876,2,90
6079,Mary Evans,"or, fill, unit",14,B.Sc,Google ML,Data Scientist,Reject,75555,9,78
2598,Brenda Harris,"do, full, watch",4,PhD,Deep Learning Specialization,AI Researcher,Hire,74295,0,58
9683,Mary Graves,"up, partner, economic",9,MBA,None,Software Engineer,Hire,69081,7,71
7867,Ashley Collins,"take, southern, level",16,MBA,AWS Certified,Data Scientist,Hire,74749,5,86
8378,Robert Ballard,"military, expect, whom",3,B.Tech,None,Software Engineer,Hire,53093,5,66
289,Jonathan Andrews,"Python, Deep Learning, SQL, Machine Learning",2,M.Tech,None,Data Scientist,Hire,82012,7,75
931,Mark Sanford,"Python, Machine Learning",2,B.Sc,Deep Learning Specialization,Data Scientist,Reject,71635,1,45
77,Andrew Gibson,"impact, office, vote",11,MBA,None,Software Engineer,Hire,118105,1,95
9896,Mark Ruiz,"threat, we, left",13,PhD,Deep Learning Specialization,Data Scientist,Hire,103855,5,63
1708,Luis Ford,"enough, five, every",18,PhD,AWS Certified,AI Researcher,Reject,59922,9,78
1768,Katherine Hancock,"guy, woman, occur",7,MBA,Google ML,AI Researcher,Reject,100553,9,78
7577,Anthony Moss,"everyone, even, message",3,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,64290,1,70
943,Leslie Conway,"Machine Learning, Deep Learning, SQL, Python",2,PhD,AWS Certified,Data Scientist,Hire,80720,6,80
6852,Jacob Kelley,"information, author, thousand",17,MBA,None,Data Scientist,Reject,99627,4,60
8576,Laura Fox,"become, care, record",1,B.Tech,Deep Learning Specialization,Software Engineer,Hire,40797,4,82
7345,Cynthia Anderson,"professor, prevent, learn",9,B.Sc,None,AI Researcher,Hire,101990,7,72
8540,Randy Reyes,"value, whether, far",9,PhD,Deep Learning Specialization,Software Engineer,Reject,102695,3,90
7856,Christopher Jones,"difficult, participant, prevent",18,PhD,Google ML,Data Scientist,Reject,101652,4,54
1293,Victoria Carrillo,"official, day, magazine",5,MBA,None,AI Researcher,Reject,99041,8,97
7031,Mr. Michael Rodriguez DVM,"treatment, boy, research",4,MBA,None,Software Engineer,Hire,105389,0,93
986,Sean Jones,"React, SQL, Java",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,57933,3,100
925,April Woods,"ball, available, discuss",12,B.Sc,Google ML,AI Researcher,Reject,65656,4,61
8599,Steven James,"range, southern, fly",17,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,99258,7,75
3583,Frank Mckinney,"away, another, quickly",10,B.Tech,AWS Certified,AI Researcher,Reject,101111,1,95
9303,Ana Meyers,"my, store, behavior",20,B.Tech,AWS Certified,AI Researcher,Hire,61684,5,53
982,Dakota Clark,"NLP, Python",10,PhD,Google ML,AI Researcher,Hire,100218,10,100
4546,Elizabeth Hall,"notice, left, art",5,PhD,AWS Certified,AI Researcher,Reject,43064,6,99
7557,Jeanette Lopez,"about, area, speak",11,PhD,None,Cybersecurity Analyst,Reject,103622,2,95
1953,Angelica Lee,"mother, develop, pattern",8,MBA,None,Cybersecurity Analyst,Reject,103549,5,93
5756,Heather Wilson,"describe, future, building",13,B.Tech,Google ML,Cybersecurity Analyst,Hire,94817,2,72
7388,Robert Chang,"say, state, scientist",16,B.Tech,None,Software Engineer,Hire,63171,5,96
7133,Kyle Roman,"scene, small, relate",3,PhD,Google ML,AI Researcher,Hire,118135,8,58
234,Michelle Peterson,"talk, explain, remain",8,MBA,Deep Learning Specialization,AI Researcher,Hire,71869,4,59
2003,Jacqueline Brock,"natural, soldier, without",16,B.Tech,Google ML,AI Researcher,Hire,117934,6,56
265,Kim Brown,"NLP, Python, Pytorch",1,MBA,AWS Certified,AI Researcher,Reject,97459,0,35
5447,David Bailey,"country, bring, Mrs",17,PhD,AWS Certified,AI Researcher,Hire,47859,0,96
930,David Levy,"Pytorch, TensorFlow, NLP, Python",1,M.Tech,None,AI Researcher,Reject,63713,0,30
3677,Michael Henry,"fish, happy, walk",1,B.Sc,None,Data Scientist,Reject,74745,7,55
6304,Henry Baker,"accept, concern, place",15,B.Tech,Google ML,Software Engineer,Hire,47905,0,66
247,Daniel Alvarado,"Cybersecurity, Ethical Hacking, Linux",7,MBA,AWS Certified,Cybersecurity Analyst,Hire,63157,4,100
5568,Douglas Smith,"mention, our, report",3,MBA,None,Cybersecurity Analyst,Reject,108509,4,76
7303,Antonio Gonzalez,"painting, sure, central",16,B.Sc,Deep Learning Specialization,Data Scientist,Reject,98348,5,86
2627,Kimberly Berger,"lawyer, later, next",11,B.Tech,AWS Certified,AI Researcher,Reject,78220,0,71
601,Holly Leon,"follow, night, wish",7,B.Tech,Deep Learning Specialization,Data Scientist,Reject,47820,6,97
924,Kerry Sanders,"Python, Machine Learning, Deep Learning, SQL",1,PhD,Google ML,Data Scientist,Hire,113545,6,70
8071,Joshua Gutierrez,"specific, region, head",1,MBA,None,AI Researcher,Hire,94394,9,63
269,Paul Lozano,"SQL, Machine Learning, Deep Learning, Python",8,M.Tech,Google ML,Data Scientist,Hire,109019,8,100
670,Sara Brewer,"Deep Learning, Python, SQL",2,PhD,Deep Learning Specialization,Data Scientist,Reject,70971,3,60
479,Morgan Tate,"strong, up, woman",12,B.Sc,AWS Certified,Software Engineer,Reject,62619,8,96
1775,Seth Tyler,"art, animal, nor",5,B.Tech,None,Data Scientist,Reject,65814,4,54
4911,Joe Gallegos DVM,"word, tend, common",7,MBA,Google ML,Cybersecurity Analyst,Hire,112360,8,65
7361,Heather Allen,"them, we, those",3,B.Tech,None,Cybersecurity Analyst,Hire,100511,6,60
8613,Erin Griffin,"bank, wind, international",6,B.Tech,None,Cybersecurity Analyst,Reject,98769,8,64
8217,Kevin Carr,"others, onto, the",8,B.Sc,Google ML,Cybersecurity Analyst,Reject,46511,8,71
9964,Deborah Hines,"cell, player, cold",15,B.Sc,Deep Learning Specialization,AI Researcher,Hire,108304,7,86
6496,Karen Cook,"guess, both, debate",3,PhD,Google ML,Software Engineer,Reject,73249,10,72
9723,Elizabeth Phillips,"region, great, where",12,MBA,Google ML,Data Scientist,Hire,70338,9,94
9835,James Powell,"night, card, cost",9,PhD,Deep Learning Specialization,AI Researcher,Reject,115100,2,82
5593,Raymond Robinson,"benefit, travel, side",6,MBA,AWS Certified,Data Scientist,Reject,77015,0,63
613,Dennis Wheeler,"NLP, Pytorch",8,B.Sc,AWS Certified,AI Researcher,Hire,41624,4,100
3111,Jodi Padilla,"alone, already, radio",10,MBA,None,AI Researcher,Hire,116106,4,93
2054,Katherine Lopez,"political, itself, far",12,MBA,None,Data Scientist,Reject,93491,5,84
1004,Andrew Figueroa,"especially, stuff, even",5,PhD,None,Data Scientist,Hire,104242,8,62
5802,Elizabeth Lopez,"job, decision, city",12,PhD,AWS Certified,Data Scientist,Reject,61498,2,58
4266,Andrew Morris,"husband, modern, number",2,MBA,None,AI Researcher,Reject,51098,2,71
259,Bryan Wright,"SQL, Machine Learning, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,113435,2,35
848,Nicole Martinez,"Python, SQL, Deep Learning",2,PhD,AWS Certified,Data Scientist,Hire,82119,8,85
5899,Frank Gray,"clearly, least, language",10,PhD,AWS Certified,Data Scientist,Hire,81461,7,83
3234,Brenda Gonzalez,"think, big, name",10,B.Tech,None,Software Engineer,Reject,101442,4,83
4686,Larry Reeves,"summer, paper, real",1,MBA,Google ML,Data Scientist,Hire,78027,8,85
8083,Marcus Johnson,"line, side, same",13,MBA,AWS Certified,Cybersecurity Analyst,Reject,89035,1,72
559,Zachary Parker,"Cybersecurity, Linux, Networking, Ethical Hacking",0,MBA,None,Cybersecurity Analyst,Hire,92175,10,70
5364,Jessica Liu,"walk, phone, last",1,B.Tech,Google ML,AI Researcher,Reject,96077,10,76
485,Laurie Wilson,"C++, Java, React, SQL",10,MBA,Deep Learning Specialization,Software Engineer,Hire,103925,9,100
9984,Mary Cooper,"idea, eat, skin",10,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,73174,5,61
7821,Christopher Dean,"over, after, accept",14,PhD,Google ML,Cybersecurity Analyst,Hire,66253,1,52
8,Anthony Harrison,"TensorFlow, Pytorch, NLP",3,M.Tech,AWS Certified,AI Researcher,Hire,103006,7,90
8247,Andrew Vance,"opportunity, serve, hair",2,B.Sc,Google ML,Software Engineer,Hire,85598,9,52
1971,Daniel Simon,"American, education, water",16,B.Tech,None,AI Researcher,Reject,63044,10,69
9963,Melanie Bird,"former, six, people",20,PhD,Google ML,Software Engineer,Reject,67919,8,96
1536,Steven Fisher,"discussion, task, record",7,PhD,AWS Certified,Software Engineer,Reject,43242,0,94
5108,Diane Brown,"push, focus, pick",13,B.Sc,Google ML,Data Scientist,Hire,43091,1,75
